3	Electrical and synaptic integration of glioma into neural circuits	GPL18573	384	GSE134269	200134269	geo_data/GSE134269/GSE134269_xeno_tpm.txt.gz
7	CAR T cells Overexpressing cJun Are Exhaustion-Resistant and   Mediate Enhanced Antitumor Activity	GPL23227	24	GSE136891	200136891	geo_data/GSE136891/GSE136891_Processed_TPMs.csv.gz
8	Single-cell gene expression in Her2-specific CAR T cells in osteosarcoma mouse model.	GPL20301	2	GSE136805	200136805	geo_data/GSE136805/GSE136805_regev_lab_cell_cycle_genes.txt.gz
10	ETS family proteins bind glucocorticoid receptor: relevance for treatment of Ewing sarcoma	GPL18573	6	GSE135229	200135229	geo_data/GSE135229/GSE135229_20190415_exons_homer_rawF.txt.gz
11	Identification of miR-194-5p target genes in gastric cancer	GPL20301	4	GSE134308	200134308	geo_data/GSE134308/GSE134308_Gene.count.fpkm.txt.gz
13	Blood extracellular vesicle long RNA sequencing of human blood from pancreatic ductal adenocarcinoma (PDAC), chronic pancreatitis (CP) and healthy individuals	GPL20795	501	GSE133684	200133684	geo_data/GSE133684/GSE133684_exp_TPM-all.txt.gz
14	Deconvolution of myeloid cell cytokine specific transcriptional profiles during tuberculosis and cancer identifies neutrophil activation as a prognostic feature	GPL20301	84	GSE131990	200131990	geo_data/GSE131990/GSE131990_normalizedCounts.txt.gz
17	ELF4 is a target of miR-124 and promotes neuroblastoma proliferation and undifferentiated state	GPL16791	6	GSE125772	200125772	geo_data/GSE125772/GSE125772_normalized_counts.csv.gz
18	Role for citron kinase in prostate cancer growth	GPL16791	12	GSE123970	200123970	geo_data/GSE123970/GSE123970_RawCounts.csv.gz
21	Role of iron in the regulation of the epithelial-to-mesenchymal transition (RNA-seq)	GPL24676	4	GSE121663	200121663	geo_data/GSE121663/GSE121663_tablecounts_raw.csv.gz
22	Mutant KRAS/BRAF Reprograms the Enhancer Landscape via GATA1 to Drive Chemoresistance	GPL20301 GPL20795	26	GSE115400	200115400	geo_data/GSE115400/GSE115400_GATA1KO_RNAseq_RPM.txt.gz geo_data/GSE115400/GSE115400_Colo320_KRAS_RNAseq_RPM.txt.gz geo_data/GSE115400/GSE115400_K7174_RNAseq_DESeq2.txt.gz geo_data/GSE115400/GSE115400_Colo320_KRAS_RNAseq_DESeq2.txt.gz geo_data/GSE115400/GSE115400_GATA1KO_RNAseq_DESeq2.txt.gz geo_data/GSE115400/GSE115400_K7174_RNAseq_raw.txt.gz
23	Transcriptome analysis of peripheral blood monocytes	GPL18460	8	GSE89187	200089187	geo_data/GSE89187/GSE89187_Processed_data.txt.gz
30	The ultra-sensitive Nodewalk technique identifies stochastic from virtual, population-based enhancer hubs regulating MYC in 3D: Implications for the fitness of cancer cells [GRO-seq]	GPL15520	4	GSE76043	200076043	geo_data/GSE76043/GSE76043_README.txt geo_data/GSE76043/GSE76043_EnsembleGenes75_GROseq-500_raw.txt.gz
31	The ultra-sensitive Nodewalk technique identifies stochastic from virtual, population-based enhancer hubs regulating MYC in 3D: Implications for the fitness of cancer cells [RNA-seq]	GPL15520	4	GSE76041	200076041	geo_data/GSE76041/GSE76041_EnsembleGenes75_RNAseq-500_raw.txt.gz
34	RNA-Seq with DHT induction and/or GSK treatment at 24, 48 hrs and 2 weeks	GPL11154	16	GSE114267	200114267	geo_data/GSE114267/GSE114267_rnaseq_gsk24h_normalized_count_lfc.csv.gz geo_data/GSE114267/GSE114267_rnaseq_gsk48h2w_normalized_count_lfc.csv.gz
36	An evolutionarily conserved function of polycomb silences the MHC class I antigen presentation pathway and enables immune evasion in cancer [RNA-Seq]	GPL19057 GPL18573	30	GSE129381	200129381	geo_data/GSE129381/GSE129381_counts_filtered_anno.txt.gz geo_data/GSE129381/GSE129381_quantseq_counts.txt.gz
43	Identification of a LIF-responsive replication-competent human β cell	GPL18573	14	GSE137961	200137961	geo_data/GSE137961/GSE137961_ProcessedDataMatrix_final.txt.gz
45	Genetic determinants of venetoclax resistance	GPL11154 GPL18573	44	GSE128563	200128563	geo_data/GSE128563/GSE128563_rsem.UBR5_vs_CONTROL.csv.gz geo_data/GSE128563/GSE128563_tpm.txt.gz geo_data/GSE128563/GSE128563_rsem.OTUD5_vs_CONTROL.csv.gz geo_data/GSE128563/GSE128563_rsem.NFKBIA_vs_CONTROL.csv.gz geo_data/GSE128563/GSE128563_rsem.IKZF5_vs_CONTROL.csv.gz geo_data/GSE128563/GSE128563_rsem.vene.resistant_vs_parental.csv.gz geo_data/GSE128563/GSE128563_rsem.EP300_vs_CONTROL.csv.gz
50	Oncogenic zinc finger protein ZNF322A promotes lung cancer stemness through transcriptionally suppressing c-Myc expression [RNA-Seq]	GPL16288	4	GSE94537	200094537	geo_data/GSE94537/GSE94537_gene_rpkm_normalization_0829_siZNF_vs_siCon_ANOVAResults.txt.gz geo_data/GSE94537/GSE94537_gene_rpkm_normalization_0831_siZNF_vs_siCon_FC2.txt.gz geo_data/GSE94537/GSE94537_gene_rpkm_normalization_0829_siZNF_vs_siCon_FC2.txt.gz geo_data/GSE94537/GSE94537_gene_rpkm_normalization_0831_siZNF_vs_siCon_ANOVAResults.txt.gz
56	Therapeutic targeting of the pre-metastatic stage in human brain metastasis	GPL15433	36	GSE110495	200110495	geo_data/GSE110495/GSE110495_RNA_reads_per_million.csv.gz
57	Subclonal cooperation drives metastasis through modulating local and systemic immune microenvironments	GPL13112 GPL11154	121	GSE109281	200109281	geo_data/GSE109281/GSE109281_Janiszewska_stroma-gene-level-counts.csv.gz geo_data/GSE109281/GSE109281_Janiszewska_tumor-gene-level-counts.csv.gz geo_data/GSE109281/GSE109281_Janiszewska_scRNASeq_gene_barcode_matrix.txt.gz
60	Genome-wide maps of transcriptomic and epigenomic state in melanoma cell lines	GPL16791	45	GSE134459	200134459	geo_data/GSE134459/GSE134459_Reversible_RPKM_values.txt.gz
61	TCF12 promotes the tumorigenesis and metastasis of hepatocellular carcinoma via upregulation of CXCR4 expression	GPL11154	2	GSE133553	200133553	geo_data/GSE133553/GSE133553_gene_expression_anno.txt.gz
62	RNA sequencing analysis after MK5 knockdown in LATS1/2-null RPE1 cells	GPL9052	6	GSE137816	200137816	geo_data/GSE137816/GSE137816_Expression_profile_CPM_Processed.txt.gz
63	Targeting the eIF4A dependent translation of KRAS and other oncoproteins in pancreatic cancer	GPL11154	12	GSE120159	200120159	geo_data/GSE120159/GSE120159_CS_master_motif.txt.gz
70	CREB5 promotes resistance to androgen-receptor antagonists and androgen deprivation in prostate cancer	GPL16791 GPL18573	28	GSE137775	200137775	geo_data/GSE137775/GSE137775_Cuff_Gene_Counts.csv.gz
72	Transcriptome-wide analysis of wild-type and SRSF3-knockout glioma stem-like cells	GPL18573	4	GSE130501	200130501	geo_data/GSE130501/GSE130501_MISO_compare_GSC528_WTvsKO.txt.gz geo_data/GSE130501/GSE130501_MISO_compare_GSC83_WTvsKO.txt.gz
73	FBP2 inhibits sarcoma progression by restraining mitochondrial biogenesis	GPL20301	9	GSE137755	200137755	geo_data/GSE137755/GSE137755_4F_5V_rawCounts.txt.gz
77	Identification of PIKfyve kinase as a target in multiple myeloma	GPL20301	22	GSE134598	200134598	geo_data/GSE134598/GSE134598_All_Processed_Data.txt.gz
78	Discover of overlooked differentially expressed gene regions from single-cell RNA-seq data with neural stem cell derived from human induced pluripotent stem	GPL16791	669	GSE125288	200125288	geo_data/GSE125288/GSE125288_TPM_C2.txt.gz
79	Single cell RNA sequencing revealed a chemokine self-feeding of myeloma cells for extramedullary metastasis	GPL9052	30	GSE137545	200137545	geo_data/GSE137545/GSE137545_SALMON_QC.txt.gz geo_data/GSE137545/GSE137545_SALMON_Count.txt.gz
81	RNA sequencing of wildtype-KRAS HKE3 (wtHKE3) and mutant-KRAS HKE3 (mtHKE3) colorectal cancer cell lines before and after stimulation with TGF-alpha	GPL16791	36	GSE110649	200110649	geo_data/GSE110649/GSE110649_RNAseq_Counts_wtHKE3_mtHKE3.txt.gz
83	RNA-Seq reveals novel mechanistic targets of withaferin A (WA) in prostate cancer cells	GPL24676	6	GSE137519	200137519	geo_data/GSE137519/GSE137519_FPKM.txt.gz
85	Identification of a unique subtype of lung squamous cell carcinoma defined by SOX2 and a neural differentiation factor BRN2 [RNA-seq]	GPL18573	8	GSE137460	200137460	geo_data/GSE137460/GSE137460_LK2_DNp63OE_read_count.txt.gz
89	Cell differentiation grade determines distinct FOXA2 contributions to the cis-regulatory networks of pancreatic cancer cells [RNA-seq]	GPL18573	18	GSE119931	200119931	geo_data/GSE119931/GSE119931_CFPAC1.FOXA1KD.genes.edgeR_results.txt.gz geo_data/GSE119931/GSE119931_CFPAC1.FOXA1FOXA2KD.genes.edgeR_results.txt.gz geo_data/GSE119931/GSE119931_PANC1.FOXA2KO.genes.counts.txt.gz geo_data/GSE119931/GSE119931_CFPAC1.FOXAKD.genes.counts.txt.gz geo_data/GSE119931/GSE119931_PANC1.FOXA2KO.genes.edgeR_results.txt.gz geo_data/GSE119931/GSE119931_CFPAC1.FOXA2KD.genes.edgeR_results.txt.gz
91	RNA sequencing for lncRNA, miRNA and mRNA expression analysis in human laryngeal cancer	GPL16791	12	GSE137308	200137308	geo_data/GSE137308/GSE137308_readme.txt
92	Regulation of stem cell property and drug resistance of cancer cells by targeting transcriptional machinery via inhibition of neddylation	GPL11154	12	GSE134190	200134190	geo_data/GSE134190/GSE134190_gene_sample_count_with_symbol.txt.gz
95	A prostate cancer chromatin interaction map	GPL11154 GPL18573 GPL21290	35	GSE118629	200118629	geo_data/GSE118629/GSE118629_22Rv1_HiC_40k.raw.matrix.txt.gz geo_data/GSE118629/GSE118629_22Rv1_HiC_10k.normalized.matrix.txt.gz geo_data/GSE118629/GSE118629_22Rv1_HiC_10k.raw.matrix.txt.gz geo_data/GSE118629/GSE118629_RNASeq.processed.quantification.genes.txt.gz geo_data/GSE118629/GSE118629_22Rv1_HiC_40k.normalized.matrix.txt.gz
96	Effects of ADAADi, an inhibitor of ATP-dependent chromatin remodeller, on human transcriptome	GPL20301	4	GSE137251	200137251	geo_data/GSE137251/GSE137251_normalised_counts.txt.gz geo_data/GSE137251/GSE137251_unnormalised_counts.txt.gz
97	Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance	GPL16791	12	GSE130160	200130160	geo_data/GSE130160/GSE130160_TR_5253.genes.fpkm_table3.txt.gz
100	Identification of FUBP1 as a long tail driver and widespread regulator of tumor suppressor and oncogene alternative splicing	GPL16791	4	GSE122416	200122416	geo_data/GSE122416/GSE122416_A3SS.MATS.JCEC.txt.gz geo_data/GSE122416/GSE122416_JE_FUBP_isoform.matrix.results.DEhigherthresh.txt.gz geo_data/GSE122416/GSE122416_MXE.MATS.JCEC.txt.gz geo_data/GSE122416/GSE122416_RI.MATS.JCEC.txt.gz geo_data/GSE122416/GSE122416_A5SS.MATS.JCEC_copy.txt.gz geo_data/GSE122416/GSE122416_SE.MATS.JCEC.txt.gz geo_data/GSE122416/GSE122416_readme.txt geo_data/GSE122416/GSE122416_JE_FUBP_genes.matrix.results.DEhigherthresh.txt.gz
101	The lncRNA NEAT1_1 is seemingly dispensable for normal tissue homeostasis and cancer cell growth	GPL18573	23	GSE137211	200137211	geo_data/GSE137211/GSE137211_CA_23samples_sfnorm_log2+1_30k.txt.gz
102	Effects of human adipose tissue-derived and umbilical cord tissue-derived mesenchymal stem cells in a dextran sulfate sodium-induced mouse model	GPL18573	6	GSE137173	200137173	geo_data/GSE137173/GSE137173_processing_data_Gene_expression_cpm.txt.gz
104	TAF1 is critical for AE driven leukemogenesis [RNA-seq]	GPL18573	19	GSE115121	200115121	geo_data/GSE115121/GSE115121_RSEM.gene.counts.txt.gz
115	Stranded RNA-seq were performed on total RNA following ribosomal RNAs depletion (Ribo-zero removal kit, illumina) for 3 brain , 8 IDHwt and 5 IDHmut glioma samples.	GPL16791	16	GSE123892	200123892	geo_data/GSE123892/GSE123892_counts_gencode_V19.txt.gz
120	Human bladder cancer cell line mRNA-seq	GPL10999	4	GSE136919	200136919	geo_data/GSE136919/GSE136919_Processed_data.txt.gz
123	The impact of stanniocalcin 1 on the transcriptome of human cord blood stem/progenitors	GPL20301	18	GSE136884	200136884	geo_data/GSE136884/GSE136884_Normalized_data.txt.gz
125	Discovery and verification of liver cancer marker genes and variable scission based on second-generation sequencing data analysis	GPL11154	12	GSE136846	200136846	geo_data/GSE136846/GSE136846_all_T.txt.gz geo_data/GSE136846/GSE136846_all_N.txt.gz
129	Distinct imprinting signatures and biased differentiation of human androgenetic and parthenogenetic embryonic stem cells [RNA-Seq II]	GPL18573	48	GSE114677	200114677	geo_data/GSE114677/GSE114677_Samples_rlog.txt.gz
130	Non-functioning pituitary adenomas AmpliSeq data	GPL17303	46	GSE136781	200136781	geo_data/GSE136781/GSE136781_readcounts_normalized_all.csv.gz
132	Endogenous retroviruses are a source of oncogenic enhancers in acute myeloid leukemia [RNA-Seq]	GPL18573	10	GSE136763	200136763	geo_data/GSE136763/GSE136763_gene_expression_vsd.txt.gz
133	RNA-seq analysis of gene expression profile in PTEN WT and KO LN229 glioblastoma multiforme (GBM) Xenograft tumor Transcriptomes	GPL23227	4	GSE136738	200136738	geo_data/GSE136738/GSE136738_All_samples.GeneExpression.FPKM.txt.gz
134	Hypoxic transcriptomic signature of A549 cells (RNA-Seq)	GPL16558	2	GSE117048	200117048	geo_data/GSE117048/GSE117048_tablecount.txt.gz
135	RNA-seq profiling of parental and NLUCAT1-deleted A549 cells under hypoxia	GPL18573	2	GSE117044	200117044	geo_data/GSE117044/GSE117044_tablecount.txt.gz
138	NSD2 overexpression links drives clustered chromatin and transcriptional changes in a subset of insulated domains   of insulated domains	GPL16791 GPL20301	48	GSE131651	200131651	geo_data/GSE131651/GSE131651_tkoCTCF.common.loops.sig.arc.format.txt.gz geo_data/GSE131651/GSE131651_ntkoCTCF.common.loops.sig.arc.format.txt.gz
145	Dynamic incorporation of histone H3 variants into chromatin is essential for acquisition of aggressive traits and metastatic colonization 	GPL16791	9	GSE119030	200119030	geo_data/GSE119030/GSE119030_Chaf_RawCounts.txt.gz
146	A novel reprogramming strategy to generate functionally competent human hepatocytes	GPL20301 GPL16791	47	GSE112330	200112330	geo_data/GSE112330/GSE112330_genes.counts_tracking_hiHeps.csv.gz geo_data/GSE112330/GSE112330_miRNA_raw_count_180825.csv.gz
147	Effect of Omomyc treatment on MYC mediated transcription	GPL11154	30	GSE131075	200131075	geo_data/GSE131075/GSE131075_all_RPKMs.txt.gz
149	Gene expression profiling in  Osteosarcomas	GPL20301	11	GSE126209	200126209	geo_data/GSE126209/GSE126209_Osteosarcoma.expression_matrix.txt.gz
